user,site,scheme,event,timeDelta
ipt446,voteforyou,unknown;ImagePasstil,failure,41.0
ipt446,voteforyou,unknown;ImagePasstil,success,41.0
ipt446,studentlife,unknown;ImagePasstil,success,47.0
ipt446,wvacation,unknown;ImagePasstil,success,26.0
ipt446,voteforyou,unknown;ImagePasstil,success,34.0
ipt448,wvacation,unknown;ImagePasstil,success,22.0
ipt448,studentlife,unknown;ImagePasstil,success,21.0
ipt448,voteforyou,unknown;ImagePasstil,success,25.0
ipt448,studentlife,unknown;ImagePasstil,failure,389.0
ipt448,wvacation,unknown;ImagePasstil,failure,31.0
ipt448,voteforyou,unknown;ImagePasstil,success,30.0
ipt448,studentlife,unknown;ImagePasstil,success,25.0
ipt448,wvacation,unknown;ImagePasstil,success,23.0
ipt448,studentlife,unknown;ImagePasstil,success,102.0
ipt448,studentlife,unknown;ImagePasstil,success,31.0
ipt448,voteforyou,unknown;ImagePasstil,success,40.0
ipt448,wvacation,unknown;ImagePasstil,success,29.0
ipt448,studentlife,unknown;ImagePasstil,success,31.0
ipt448,wvacation,unknown;ImagePasstil,success,28.0
ipt448,voteforyou,unknown;ImagePasstil,success,33.0
ipt449,studentlife,unknown;ImagePasstil,success,21.0
ipt449,wvacation,unknown;ImagePasstil,success,21.0
ipt449,voteforyou,unknown;ImagePasstil,success,30.0
ipt449,studentlife,unknown;ImagePasstil,success,74.0
ipt449,wvacation,unknown;ImagePasstil,success,56.0
ipt449,voteforyou,unknown;ImagePasstil,success,36.0
ipt449,studentlife,unknown;ImagePasstil,success,44.0
ipt449,voteforyou,unknown;ImagePasstil,success,40.0
ipt449,wvacation,unknown;ImagePasstil,success,25.0
ipt449,studentlife,unknown;ImagePasstil,success,48.0
ipt449,wvacation,unknown;ImagePasstil,success,23.0
ipt449,voteforyou,unknown;ImagePasstil,success,31.0
ipt449,voteforyou,unknown;ImagePasstil,success,49.0
ipt449,studentlife,unknown;ImagePasstil,success,25.0
ipt449,wvacation,unknown;ImagePasstil,success,26.0
ast403,wvacation,unknown;az-6,success,5.0
ast403,studentlife,unknown;az-6,success,10.0
ast403,voteforyou,unknown;az-6,success,9.0
ast413,studentlife,unknown;az-6,success,13.0
ast413,wvacation,unknown;az-6,success,3.0
ast413,voteforyou,unknown;az-6,success,4.0
ast416,wvacation,unknown;az-6,success,15.0
ast416,voteforyou,unknown;az-6,success,80.0
ast416,studentlife,unknown;az-6,success,14.0
ast417,wvacation,unknown;az-6,success,8.0
ast417,studentlife,unknown;az-6,success,6.0
ast417,voteforyou,unknown;az-6,success,4.0
ast418,wvacation,unknown;az-6,success,4.0
ast418,studentlife,unknown;az-6,success,3.0
ast418,voteforyou,unknown;az-6,success,7.0
ast422,wvacation,unknown;az-6,success,3.0
ast422,studentlife,unknown;az-6,success,3.0
ast422,voteforyou,unknown;az-6,success,2.0
ast423,wvacation,unknown;az-6,success,6.0
ast423,studentlife,unknown;az-6,success,4.0
ast423,voteforyou,unknown;az-6,success,3.0
ast424,wvacation,unknown;az-6,success,9.0
ast424,studentlife,unknown;az-6,success,7.0
ast424,voteforyou,unknown;az-6,success,4.0
ast426,wvacation,unknown;az-6,failure,5.0
ast426,wvacation,unknown;az-6,failure,6.0
ast426,studentlife,unknown;az-6,success,5.0
ast426,wvacation,unknown;az-6,success,9.0
ast426,voteforyou,unknown;az-6,success,7.0
ast403,studentlife,unknown;az-6,failure,13.0
ast403,wvacation,unknown;az-6,failure,3.0
ast403,wvacation,unknown;az-6,success,5.0
ast403,voteforyou,unknown;az-6,success,5.0
ast403,studentlife,unknown;az-6,success,5.0
ast413,studentlife,unknown;az-6,success,5.0
ast424,studentlife,unknown;az-6,success,1.0
ast413,voteforyou,unknown;az-6,success,3.0
ast424,wvacation,unknown;az-6,success,9.0
ast424,voteforyou,unknown;az-6,success,9.0
ast416,studentlife,unknown;az-6,success,30.0
ast416,wvacation,unknown;az-6,success,18.0
ast416,voteforyou,unknown;az-6,success,14.0
ast417,studentlife,unknown;az-6,failure,264.0
ast417,studentlife,unknown;az-6,success,14.0
ast417,wvacation,unknown;az-6,success,37.0
ast423,voteforyou,unknown;az-6,failure,3.0
ast417,voteforyou,unknown;az-6,success,15.0
ast423,studentlife,unknown;az-6,success,3.0
ast423,wvacation,unknown;az-6,success,3.0
ast423,voteforyou,unknown;az-6,success,3.0
ast418,studentlife,unknown;az-6,success,4.0
ast418,wvacation,unknown;az-6,success,4.0
ast418,voteforyou,unknown;az-6,success,5.0
ast426,wvacation,unknown;az-6,success,4.0
ast426,studentlife,unknown;az-6,success,3.0
ast426,voteforyou,unknown;az-6,failure,5.0
ast426,voteforyou,unknown;az-6,failure,6.0
ast422,studentlife,unknown;az-6,success,19.0
ast426,voteforyou,unknown;az-6,success,5.0
ast422,wvacation,unknown;az-6,success,5.0
ast422,voteforyou,unknown;az-6,success,4.0
ast403,studentlife,unknown;az-6,failure,2.0
ast403,studentlife,unknown;az-6,success,10.0
ast403,voteforyou,unknown;az-6,success,1.0
ast403,wvacation,unknown;az-6,success,2.0
ast423,studentlife,unknown;az-6,success,4.0
ast423,voteforyou,unknown;az-6,success,3.0
ast423,wvacation,unknown;az-6,success,4.0
ast413,studentlife,unknown;az-6,success,3.0
ast413,voteforyou,unknown;az-6,success,4.0
ast413,wvacation,unknown;az-6,success,5.0
ast417,studentlife,unknown;az-6,success,7.0
ast417,voteforyou,unknown;az-6,success,13.0
ast417,wvacation,unknown;az-6,success,4.0
ast426,voteforyou,unknown;az-6,failure,5.0
ast426,voteforyou,unknown;az-6,failure,11.0
ast426,studentlife,unknown;az-6,failure,4.0
ast426,studentlife,unknown;az-6,success,3.0
ast426,wvacation,unknown;az-6,success,3.0
ast426,voteforyou,unknown;az-6,failure,4.0
ast426,voteforyou,unknown;az-6,success,3.0
ast416,voteforyou,unknown;az-6,success,126.0
ast416,studentlife,unknown;az-6,success,18.0
ast416,wvacation,unknown;az-6,success,23.0
ast424,studentlife,unknown;az-6,success,14.0
ast424,voteforyou,unknown;az-6,success,11.0
ast424,wvacation,unknown;az-6,success,24.0
ast422,wvacation,unknown;az-6,success,4.0
ast422,studentlife,unknown;az-6,success,4.0
ast422,voteforyou,unknown;az-6,success,3.0
ast403,studentlife,unknown;az-6,success,32.0
ast403,wvacation,unknown;az-6,success,88.0
ast403,voteforyou,unknown;az-6,success,10.0
ast423,studentlife,unknown;az-6,success,4.0
ast423,wvacation,unknown;az-6,success,4.0
ast423,voteforyou,unknown;az-6,success,4.0
ast417,studentlife,unknown;az-6,success,19.0
ast417,wvacation,unknown;az-6,success,7.0
ast417,voteforyou,unknown;az-6,success,4.0
ast426,studentlife,unknown;az-6,success,5.0
ast426,wvacation,unknown;az-6,failure,4.0
ast426,wvacation,unknown;az-6,failure,4.0
ast426,wvacation,unknown;az-6,success,12.0
ast426,voteforyou,unknown;az-6,failure,9.0
ast426,voteforyou,unknown;az-6,success,5.0
ast413,studentlife,unknown;az-6,success,7.0
ast413,wvacation,unknown;az-6,success,2.0
ast413,voteforyou,unknown;az-6,success,5.0
ast416,wvacation,unknown;az-6,success,53.0
ast416,voteforyou,unknown;az-6,success,18.0
ast416,studentlife,unknown;az-6,success,31.0
ast403,voteforyou,unknown;az-6,success,37.0
ast403,studentlife,unknown;az-6,success,27.0
ast403,wvacation,unknown;az-6,success,38.0
ast422,studentlife,unknown;az-6,success,3.0
ast422,wvacation,unknown;az-6,success,3.0
ast422,voteforyou,unknown;az-6,success,3.0
ast424,wvacation,unknown;az-6,success,9.0
ast424,studentlife,unknown;az-6,success,7.0
ast424,voteforyou,unknown;az-6,success,5.0
ast426,voteforyou,unknown;az-6,success,7.0
ast426,studentlife,unknown;az-6,failure,7.0
ast426,studentlife,unknown;az-6,success,4.0
ast426,wvacation,unknown;az-6,success,7.0
ast423,voteforyou,unknown;az-6,success,3.0
ast423,studentlife,unknown;az-6,success,4.0
ast423,wvacation,unknown;az-6,success,3.0
ast417,voteforyou,unknown;az-6,success,22.0
ast417,studentlife,unknown;az-6,success,19.0
ast417,wvacation,unknown;az-6,success,13.0
ast413,voteforyou,unknown;az-6,success,4.0
ast413,studentlife,unknown;az-6,success,4.0
ast413,wvacation,unknown;az-6,success,9.0
ast416,voteforyou,unknown;az-6,success,23.0
ast416,studentlife,unknown;az-6,success,41.0
ast416,wvacation,unknown;az-6,success,8.0
ast418,wvacation,unknown;az-6,success,3.0
ast418,studentlife,unknown;az-6,success,3.0
ast418,voteforyou,unknown;az-6,failure,3.0
ast418,voteforyou,unknown;az-6,success,14.0
ast422,voteforyou,unknown;az-6,success,4.0
ast422,studentlife,unknown;az-6,success,3.0
ast422,wvacation,unknown;az-6,success,3.0
ast418,studentlife,unknown;az-6,failure,4.0
ast418,studentlife,unknown;az-6,success,9.0
ast418,voteforyou,unknown;az-6,success,3.0
ast418,wvacation,unknown;az-6,success,3.0
ast418,voteforyou,unknown;az-6,success,8.0
ast418,studentlife,unknown;az-6,success,9.0
ast418,wvacation,unknown;az-6,success,11.0
